snapped_at,price,market_cap,total_volume
2021-10-21 00:00:00 UTC,10.548852039627484,0.0,1574072.2669622323
2021-10-22 00:00:00 UTC,10.548852039627484,0.0,1574072.2669622323
2021-10-23 00:00:00 UTC,11.466218824955595,0.0,2663886.2295856075
2021-10-24 00:00:00 UTC,12.813225767103319,0.0,4355500.141816578
2021-10-25 00:00:00 UTC,12.40333958058276,0.0,1231514.084635183
2021-10-26 00:00:00 UTC,13.307623203500164,0.0,2883553.427361701
2021-10-27 00:00:00 UTC,15.459311976500407,0.0,5640529.5709788995
2021-10-28 00:00:00 UTC,14.369009582706157,0.0,2966706.3965544635
2021-10-29 00:00:00 UTC,14.787473056273257,0.0,1983051.8247280628
2021-10-30 00:00:00 UTC,15.648877621278427,0.0,1631096.2153278582
2021-10-31 00:00:00 UTC,14.767486774659453,0.0,1918247.7723372108
2021-11-01 00:00:00 UTC,14.663498562634093,0.0,2442576.23137757
2021-11-02 00:00:00 UTC,14.20731013859939,0.0,2222341.3300385163
2021-11-03 00:00:00 UTC,13.284703533422402,0.0,3592443.7936114273
2021-11-04 00:00:00 UTC,14.04476800812245,0.0,4599041.634109886
2021-11-05 00:00:00 UTC,13.880865627987506,0.0,1823956.6032547888
2021-11-06 00:00:00 UTC,13.44918701217773,0.0,2574551.7437005513
2021-11-07 00:00:00 UTC,13.14820149131633,0.0,1610047.1668360971
2021-11-08 00:00:00 UTC,12.830412375799526,0.0,4851579.804965825
2021-11-09 00:00:00 UTC,13.101429793153129,0.0,2195314.2976415204
2021-11-10 00:00:00 UTC,12.047446461442274,0.0,3733106.664672238
2021-11-11 00:00:00 UTC,10.36725478818017,0.0,2961036.161833663
2021-11-12 00:00:00 UTC,10.584393580737364,0.0,2158992.1480986406
2021-11-13 00:00:00 UTC,10.456445185472472,0.0,2055356.2051595685
2021-11-14 00:00:00 UTC,10.53029175689034,0.0,2091049.8974604392
2021-11-15 00:00:00 UTC,10.250224791014798,0.0,1233533.6806526885
2021-11-16 00:00:00 UTC,9.944525671500825,0.0,3116643.0410401127
2021-11-17 00:00:00 UTC,9.018939652909237,0.0,1028909.5297805489
2021-11-18 00:00:00 UTC,9.45092714730094,0.0,2336238.189755955
2021-11-19 00:00:00 UTC,8.822847404006273,0.0,1678118.723575669
2021-11-20 00:00:00 UTC,9.38038173645531,0.0,1926437.8953297376
2021-11-21 00:00:00 UTC,9.983819806127604,0.0,1268240.8037628615
2021-11-22 00:00:00 UTC,10.288424486058158,0.0,1797058.161702607
2021-11-23 00:00:00 UTC,10.28311786384029,0.0,2001067.0054915447
2021-11-24 00:00:00 UTC,10.3611677646485,0.0,2583186.2860317803
2021-11-25 00:00:00 UTC,9.271986199903612,0.0,2768042.9331055013
2021-11-26 00:00:00 UTC,9.203899474438746,0.0,1984670.6874852264
2021-11-27 00:00:00 UTC,8.502729185192381,0.0,2962583.447294101
2021-11-28 00:00:00 UTC,8.397218214664155,0.0,1529197.1887714649
2021-11-29 00:00:00 UTC,8.175880019900433,0.0,1720758.5682412975
2021-11-30 00:00:00 UTC,8.501713242790856,0.0,1243271.9453181138
2021-12-01 00:00:00 UTC,8.64742124921055,0.0,2523309.601997834
2021-12-02 00:00:00 UTC,9.17122437519679,0.0,3004009.174907695
2021-12-03 00:00:00 UTC,9.633242168512286,0.0,2177583.9760983204
2021-12-04 00:00:00 UTC,11.052974856788532,0.0,3125182.4690061524
2021-12-05 00:00:00 UTC,9.811426256049472,0.0,1891320.0630267248
2021-12-06 00:00:00 UTC,8.420459078217837,0.0,2229852.0090628364
2021-12-07 00:00:00 UTC,8.52816857454393,0.0,1406153.7858496092
2021-12-08 00:00:00 UTC,8.505600862696895,0.0,1129771.7205849458
2021-12-09 00:00:00 UTC,9.01528279890428,0.0,1882164.0794518231
2021-12-10 00:00:00 UTC,8.145127930389782,0.0,1597653.5589489336
2021-12-11 00:00:00 UTC,7.87286631974131,0.0,2771284.3483848087
2021-12-12 00:00:00 UTC,8.476251749222097,0.0,1452284.7891985078
2021-12-13 00:00:00 UTC,9.248307559489929,0.0,2442555.137555773
2021-12-14 00:00:00 UTC,8.332816546701434,0.0,1747181.1350077062
2021-12-15 00:00:00 UTC,8.423400312448685,0.0,976386.7424430456
2021-12-16 00:00:00 UTC,8.578420487637052,0.0,1606455.984201515
2021-12-17 00:00:00 UTC,8.27201787866023,0.0,1060572.8647628326
2021-12-18 00:00:00 UTC,7.684568208447007,0.0,1502252.4923384688
2021-12-19 00:00:00 UTC,8.210271205207732,0.0,1318696.2158407364
2021-12-20 00:00:00 UTC,7.968940820727053,0.0,1582301.9015784466
2021-12-21 00:00:00 UTC,7.922181380711465,0.0,1221268.1963622584
2021-12-22 00:00:00 UTC,8.626270515248722,0.0,1788920.410889798
2021-12-23 00:00:00 UTC,9.434112724564553,0.0,1816343.7912033333
2021-12-24 00:00:00 UTC,10.133431812655138,0.0,1690123.1979984574
2021-12-25 00:00:00 UTC,9.51764447562353,0.0,1470400.3842073197
2021-12-26 00:00:00 UTC,10.133041379181828,0.0,2014469.7717830786
2021-12-27 00:00:00 UTC,10.597607185580115,0.0,1230484.7936132485
